sex,race1,ugpa,bar
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,hisp,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,black,3.4,b Passed 2nd time
male,asian,3.4,b Passed 2nd time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,hisp,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,asian,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,hisp,3.4,b Passed 2nd time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,black,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,hisp,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,hisp,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,c Failed
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,b Passed 2nd time
female,black,3.4,c Failed
male,white,3.4,a Passed 1st time
male,white,3.4,b Passed 2nd time
female,white,3.4,a Passed 1st time
male,white,3.4,c Failed
female,asian,3.4,a Passed 1st time
male,white,3.4,b Passed 2nd time
female,black,3.4,a Passed 1st time
male,white,3.4,c Failed
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,b Passed 2nd time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,asian,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,other,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,black,3.4,c Failed
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,black,3.4,a Passed 1st time
male,white,3.4,c Failed
male,white,3.4,a Passed 1st time
male,black,3.4,c Failed
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,b Passed 2nd time
male,white,3.4,a Passed 1st time
male,white,3.4,c Failed
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,hisp,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,asian,3.4,b Passed 2nd time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,c Failed
female,white,3.4,b Passed 2nd time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,hisp,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,hisp,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,hisp,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,other,3.4,c Failed
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,b Passed 2nd time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,hisp,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,b Passed 2nd time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,black,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,hisp,3.4,c Failed
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,b Passed 2nd time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,asian,3.4,c Failed
female,asian,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,hisp,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,hisp,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,black,3.4,a Passed 1st time
female,asian,3.4,a Passed 1st time
female,other,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,black,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,c Failed
male,white,3.4,a Passed 1st time
male,white,3.4,c Failed
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,black,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,hisp,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,c Failed
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,black,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,hisp,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,other,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,black,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,b Passed 2nd time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,black,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,b Passed 2nd time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,hisp,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,black,3.4,b Passed 2nd time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,hisp,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,hisp,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,c Failed
female,white,3.4,a Passed 1st time
female,other,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,c Failed
male,white,3.4,a Passed 1st time
female,hisp,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,black,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,hisp,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,asian,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,b Passed 2nd time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,asian,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,hisp,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,asian,3.4,a Passed 1st time
female,white,3.4,b Passed 2nd time
female,white,3.4,a Passed 1st time
female,white,3.4,c Failed
female,black,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,c Failed
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,b Passed 2nd time
male,white,3.4,a Passed 1st time
male,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,black,3.4,c Failed
male,other,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,other,3.4,a Passed 1st time
female,white,3.4,b Passed 2nd time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,black,3.4,c Failed
female,white,3.4,a Passed 1st time
female,black,3.4,a Passed 1st time
female,black,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,hisp,3.4,b Passed 2nd time
male,asian,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,black,3.4,b Passed 2nd time
male,asian,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,hisp,3.4,a Passed 1st time
female,white,3.4,b Passed 2nd time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,hisp,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,b Passed 2nd time
male,hisp,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,b Passed 2nd time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,hisp,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,hisp,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,b Passed 2nd time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,hisp,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,hisp,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,asian,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,b Passed 2nd time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,c Failed
male,black,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,other,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,black,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,black,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,black,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,b Passed 2nd time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,hisp,3.4,b Passed 2nd time
female,,3.4,a Passed 1st time
male,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,other,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,black,3.4,c Failed
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,black,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,b Passed 2nd time
male,white,3.4,c Failed
female,white,3.4,a Passed 1st time
male,black,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,asian,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,black,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,black,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,asian,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,black,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,asian,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,hisp,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,hisp,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,hisp,3.4,c Failed
male,white,3.4,a Passed 1st time
male,hisp,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,hisp,3.4,b Passed 2nd time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,hisp,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
male,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
male,white,3.4,b Passed 2nd time
female,white,3.4,a Passed 1st time
male,white,3.4,b Passed 2nd time
female,white,3.4,a Passed 1st time
female,white,3.4,c Failed
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
female,white,3.4,a Passed 1st time
